Practice Guidelines as Topic	25	103524	1.1678697912245233
Antirheumatic Agents	24	98973	1.1727076942536225
Reference Standards	10	41047	1.17816916913388
Biological Transport, Active	10	40936	1.1813637553950584
Dogs	77	314805	1.1828982230976466
Vitamin D	13	53040	1.1853082421332508
Blood Platelets	18	72903	1.1940452992742994
Thrombocytopenia	11	44425	1.19744376851547
Rats	382	1542520	1.1976555545668466
Antiprotozoal Agents	10	40237	1.2018859797854642
Psychotic Disorders	12	47949	1.2102979283739106
Oocytes	11	43614	1.2197096608980456
Drug Hypersensitivity	11	43143	1.2330251450970764
Binding, Competitive	13	50957	1.2337598506807521
Biological Transport	73	284252	1.2419881682818996
Sulfides	11	42684	1.246284101208112
Pharmaceutical Preparations	187	717538	1.2603633065535957
Drug Carriers	20	76513	1.2641212864209819
Statistics, Nonparametric	18	68805	1.2651611559790354
Cyclosporins	10	38213	1.26554372885873
Phenylalanine	17	64398	1.276642955524663
Pilot Projects	28	105961	1.2779313957163987
Creatinine	14	52721	1.2842093106568515
Blood Glucose	40	150417	1.2860558724250424
Animal Feed	12	45007	1.289410452931235
Solvents	14	52086	1.2998652883915471
Proline	10	36942	1.3090839416021305
Oxazines	10	36937	1.3092611417674889
Analgesics	47	173329	1.3113655677416216
Venous Thrombosis	14	51201	1.3223327853687459
Gastrointestinal Agents	13	47436	1.3253353810525488
Substrate Specificity	25	91038	1.3280431478434382
Schizophrenia	27	97391	1.340726319897325
Pulmonary Embolism	10	36062	1.3410278694120707
Isoquinolines	16	57693	1.341185927260582
Internet	19	68418	1.3430016121801585
Male	2180	7799493	1.351729278322983
Atherosclerosis	10	35725	1.353677659256774
Glutathione	15	53434	1.3575789666306965
Adjuvants, Immunologic	10	35456	1.3639475436333448
Quality Control	13	45797	1.3727659389272404
Hydrogen-Ion Concentration	83	289869	1.3847598953090776
Bile Acids and Salts	10	34775	1.390657006401182
Antiparasitic Agents	18	62276	1.3977981999501183
Furans	10	34509	1.4013760664910897
Propanolamines	20	68959	1.4025953612125146
Saliva	11	37843	1.4057086158986436
Malabsorption Syndromes	11	37002	1.4376574023746254
Estrogens	18	60278	1.4441294397434183
Gastrointestinal Absorption	13	42999	1.462091499325343
Sulfones	46	150818	1.4750319591775212
Receptors, Steroid	25	81685	1.480103324150023
Drug Therapy, Combination	92	299415	1.4859783381729403
Gastrointestinal Motility	11	35451	1.5005538999229455
Intestines	115	366164	1.5188702159627117
Taiwan	10	31833	1.5191772336058147
Plants, Medicinal*	18	56753	1.533824549781399
Risk Assessment	73	228901	1.5423144524671466
Epilepsy	33	102784	1.5526867790067107
Estradiol	26	80286	1.566129870863023
Physician-Patient Relations	22	67682	1.5719645068944421
Stomach	39	119895	1.573111725269978
Kidney Transplantation	29	88734	1.580529840067186
Blood Pressure	96	291217	1.594236226209342
Neuroprotective Agents	10	30111	1.6060536681259137
Analysis of Variance	106	318955	1.6072178400119128
Zinc	19	55978	1.6414517462576013
Pyrrolidinones	11	32333	1.6452538151811797
Fluoresceins	10	29353	1.6475263355797338
Testosterone	23	67482	1.6482880507030997
Anticoagulants*	25	73218	1.651261559656903
Pyrroles	49	143465	1.6517592423820056
Cell Membrane Permeability	11	32068	1.6588492581642167
Phenanthrenes	29	84373	1.662221956507476
Edema	14	40484	1.67237454060641
Intestine, Small	54	155335	1.6812074180800365
Drug Design	17	48613	1.6911698213031796
Food	192	545728	1.7014682574106639
Hyperlipidemias	22	62457	1.7034691107646183
Anti-Retroviral Agents	22	61965	1.7169943795006377
Hydrocortisone	25	69723	1.734033046533744
Pyrimidines	126	349772	1.7421434744478692
Gastric Mucosa	17	46929	1.75185445755024
Pyridines	89	245117	1.7559593489095326
Seizures	21	57821	1.756409756056099
Randomized Controlled Trials as Topic	43	117796	1.765362433973805
Safety	26	70782	1.7764133894011207
Pharmacokinetics	105	285642	1.7777282292000114
Hyperglycemia	12	32500	1.7856000020162153
Metabolic Syndrome	10	26881	1.7990286457334836
Biphenyl Compounds	15	39795	1.8228523490278234
Gastric Juice	11	29084	1.8290402908739303
Dermatologic Agents	17	44803	1.8349819144012316
Heart Rate	61	159706	1.8471643518011471
Sex Characteristics	19	49679	1.8495738185135722
Clinical Trials as Topic	120	313116	1.853421745402805
Micronutrients	21	53756	1.8892260526940818
Injections, Intraperitoneal	12	30566	1.898576427700756
Seeds	21	53224	1.9081094394490516
Ileum	16	39803	1.943985048924028
Hepacivirus	12	29794	1.9477692789236116
Sucrose	12	29673	1.9557115881084117
Calibration	14	34542	1.9600522038169967
Vomiting	12	29183	1.988548028561164
Drug Resistance, Neoplasm	17	41071	2.001717220803291
Linear Models	30	72382	2.0043997093768224
Microsomes	25	60100	2.0116756815447125
Nurse's Role	16	38460	2.0118660691966412
Diabetes Mellitus, Type 2	48	113337	2.048166922498333
Monoterpenes	11	25917	2.052536339998004
Gas Chromatography-Mass Spectrometry	19	44480	2.0657545312325323
Diabetes Mellitus, Experimental	17	39751	2.068185995492875
Quinolines	47	109575	2.074350166611806
Tissue Distribution	36	82524	2.109680181721745
Acquired Immunodeficiency Syndrome	33	75120	2.12447798325641
Uric Acid	10	22551	2.1444434220737634
Spectrophotometry, Ultraviolet	25	55778	2.167549080057347
Psoriasis	16	35498	2.1797341020133527
Pharmaceutical Solutions	15	33274	2.180082106143088
Doxorubicin	23	51017	2.1802387887725367
Viscosity	12	26522	2.1880551093590097
Mice, Inbred ICR	13	28509	2.2051888625391007
Taxoids	15	32874	2.2066078199820915
Young Adult	303	655643	2.2349828383308736
Glutathione Transferase	12	25916	2.239216948934252
Diarrhea	23	49389	2.252104120785529
Placebos	16	33882	2.283693323713131
Enzyme Inhibitors	204	430554	2.2914014616343863
Duodenum	21	44079	2.303972888263969
Anti-Bacterial Agents	162	334000	2.3456699425589798
Bipolar Disorder	18	37016	2.3516405569952594
Depressive Disorder	48	98684	2.3522839607044235
Drug Utilization	11	22449	2.369605205348252
Glycine	17	34586	2.3770355825261738
Fatigue	13	26419	2.3796341586294383
Organophosphonates	22	44328	2.4001279911601103
Reference Values	77	153996	2.4181215089935373
Citrates	11	21952	2.4232513487937073
Stereoisomerism	41	81817	2.4234532868548584
Complementary Therapies	104	207338	2.4257832620390665
HEK293 Cells	19	37805	2.430482656291442
Hypolipidemic Agents	26	51282	2.451882084550036
Anaphylaxis	10	19712	2.4532789557453207
HIV Infections	133	261812	2.4567450475197177
Platelet Aggregation	16	31459	2.4595798120588688
Benzodiazepines	32	62610	2.4717184164882213
Hypothyroidism	16	31157	2.4834193750360103
Carbamates	30	57899	2.5057765831402854
Hypertension	124	238598	2.5133485550112664
Sesquiterpenes	18	34387	2.5314260351952287
Dietary Carbohydrates	42	79523	2.5541754668949186
Republic of Korea	11	20633	2.578154350105082
Plant Leaves	31	58082	2.581144447932842
Propranolol	17	31751	2.589270902394582
Foodborne Diseases	10	18440	2.622498132129901
Pyrrolidines	36	64923	2.6816178454283013
Confidence Intervals	18	32446	2.6828575368537466
Antiretroviral Therapy, Highly Active	11	19647	2.707534449311292
Limit of Detection	11	19422	2.7388990815048273
Legislation, Drug	17	29766	2.761935354346517
Analgesics, Non-Narcotic	50	87466	2.7645562357579148
Health Care Surveys	18	31403	2.771961485743648
Dipeptides	14	24138	2.8048420927317004
Rats, Wistar	134	230031	2.817190390605397
Diet	147	248238	2.863828304185605
Piperidines	77	130004	2.864377970235589
Isoenzymes	48	80191	2.8947419027099466
Folic Acid	21	35046	2.897797954594566
Drug Tolerance	13	21625	2.9071457722643927
Mixed Function Oxygenases	90	149650	2.90845629158153
Spectrometry, Mass, Electrospray Ionization	19	31352	2.930718824474668
Random Allocation	57	94004	2.9324023393570853
Administration, Cutaneous	12	19786	2.932924933821651
Hemostatics	10	16479	2.934556313993174
Health Knowledge, Attitudes, Practice	58	95426	2.9393843536601123
ATP-Binding Cassette Transporters	28	45489	2.976745802437921
Antiviral Agents	80	129732	2.982216586657674
Melatonin	11	17776	2.9924979951661284
gamma-Aminobutyric Acid	26	41848	3.004608686993226
Thromboembolism	32	51213	3.0217667390702547
Organophosphates	16	25349	3.052401612914083
Liver	268	420088	3.0852697401347835
Permeability	33	51402	3.1047392288427673
Migraine Disorders	16	24848	3.113943453956779
Depressive Disorder, Major	17	25802	3.1862391850882754
Food Analysis	12	18115	3.2034547176821047
Food Hypersensitivity	12	17985	3.226608788253587
Plants, Toxic	11	16469	3.2299718797855657
Medicine, Traditional	23	34005	3.270935203364032
Warfarin*	12	17682	3.2818970573731274
Plant Roots	36	52889	3.2917632254979585
Bile	17	24830	3.3109632996187335
Alcohol Drinking	43	62336	3.3359705894542935
Milk	51	73824	3.340922303806276
Ascorbic Acid	28	40178	3.3702224184997394
Fatty Acids, Omega-3	15	21521	3.3706083115840193
Dihydropyridines	22	31469	3.380847591996712
Parenteral Nutrition	16	22867	3.3836969077913244
Thyroxine	33	46873	3.4047213931007545
Pyrazines	15	21272	3.4100612081940143
Lithium	15	21271	3.4102215156972195
Dietary Proteins	63	89282	3.4124903368393458
Azepines	10	14066	3.437939010066646
Paclitaxel	17	23833	3.4494641979035316
Single-Blind Method	18	25034	3.4771591171677056
Nursing Assessment	23	31882	3.4887376509612418
Nutritive Value	10	13848	3.4920563256991484
Inpatients	13	17908	3.5105217751404183
Anti-Asthmatic Agents	20	27549	3.5108158297355723
Rats, Sprague-Dawley	208	286340	3.5130105417520934
Tetracycline	14	19247	3.517564592500546
Soybeans	14	19171	3.531508620720348
Energy Intake	31	42237	3.549424995721466
Atrial Fibrillation	34	46233	3.556453246218487
Drug Prescriptions	22	29833	3.5662423315725857
Contraceptives, Oral	20	27091	3.5701674335307474
Benzamides	36	48718	3.5735823189430618
Mercaptopurine	14	18910	3.580248705856407
Cyclohexanecarboxylic Acids	13	17495	3.5933890301205853
Infusions, Intravenous	39	52409	3.5987369473949493
Myocardial Reperfusion Injury	10	13348	3.6228547497645893
Blood Coagulation	42	55928	3.6317161012954196
European Union	11	14634	3.6349598127822524
Drug-Related Side Effects and Adverse Reactions	79	105031	3.637517667295675
Drug Stability	32	42515	3.639965231318657
Tretinoin	16	21176	3.653887750265477
Intestinal Mucosa	54	71379	3.6586163560504414
Asian Continental Ancestry Group	48	62330	3.7242326075647116
Jejunum	23	29752	3.738494354370896
Cephalosporins	31	40078	3.7406275847521964
Cyclooxygenase Inhibitors	16	20313	3.809115924356208
Trace Elements	12	15179	3.823042533961068
Glucosamine	11	13871	3.8348930839149555
Evidence-Based Medicine	54	68015	3.8395676825288243
Quinolones	34	42775	3.8439559422495218
Sirolimus	14	17561	3.855260407496328
Coumarins	38	47382	3.8784723341179017
Aspirin	34	42251	3.8916278373962307
Dietary Supplements*	50	61698	3.9191468301437227
Isothiocyanates	12	14789	3.9238529861750515
Nitriles	39	47910	3.936670147001091
Phenylpropionates	11	13506	3.938523495970109
Benzofurans	25	30622	3.9481344132357625
Methotrexate	29	35516	3.9487658123817266
Fish Oils	20	24448	3.956111747278621
Fructose	13	15786	3.982386423702398
Vasoconstrictor Agents	18	21848	3.984195088941989
Fibrinolytic Agents	23	27742	4.009350918271178
Alcoholic Intoxication	10	12006	4.02777446944345
Thiazoles	72	86263	4.036477719479437
Vasodilator Agents	35	41852	4.044278980984069
Plant Oils	27	32283	4.0446046880014945
Pyridazines	13	15056	4.175462208340955
Antineoplastic Agents	323	370250	4.218965145708783
Cyclodextrins	11	12546	4.23986904121051
Consumer Product Safety	13	14805	4.246247093812627
Fentanyl	13	14753	4.261212855563898
Injections, Intravenous	71	80384	4.271525349103855
Nutritional Status	34	38234	4.300485403051276
Ampicillin	23	25757	4.318325278577423
Colchicine	13	14553	4.319770129929212
Diuretics	30	33529	4.327004597787728
Tamoxifen	18	20073	4.3364889159257505
Absorption	76	84697	4.339503993187762
Morphine	33	36697	4.348817662548498
Least-Squares Analysis	11	12168	4.371570125734922
Sulfonamides	104	112664	4.464203397398642
Clonidine	12	12995	4.465511362382965
Parkinson Disease	54	58300	4.4793748905658655
Thiophenes	30	31707	4.575642240564606
Anthelmintics	19	19728	4.657449810114769
Dose-Response Relationship, Drug	385	398213	4.675670092217725
Headache	25	25806	4.684919600748587
Antitubercular Agents	47	48403	4.695872115045352
Fluoroquinolones	29	29772	4.710587289099579
Powders	12	12306	4.715510332780451
Hypercholesterolemia	24	24534	4.730693757124842
Citric Acid	10	10161	4.759052160461278
Antineoplastic Agents, Hormonal	15	15137	4.792061836564359
Hepatocytes	42	42331	4.798220018646686
Medical History Taking	20	20110	4.8094563228688285
Polyunsaturated Alkamides	13	12845	4.894125367506597
Ethanol	105	103002	4.929911017867235
Ribavirin	11	10660	4.9899293556015625
United States Food and Drug Administration	28	27112	4.994363093457052
Postoperative Hemorrhage	10	9541	5.068275838881524
Benzimidazoles	50	47311	5.11091140245683
Phytotherapy*	39	36605	5.152428656858692
Phytochemicals	10	9364	5.164067064026429
Niacinamide	14	13059	5.184233022699121
Double-Blind Method	156	145391	5.189000864228274
Hep G2 Cells	16	14799	5.228268978876487
Hyperalgesia	11	10119	5.256683484196469
Nausea	20	18354	5.269571022022066
Antidepressive Agents, Tricyclic	11	10076	5.279114504323535
Antioxidants	127	114997	5.340883304870653
Pyrazoles	52	46868	5.365587870105166
Antimetabolites, Antineoplastic	21	18802	5.401219215799381
Isoflavones	19	16718	5.495952347852998
Nutrition Assessment	15	13050	5.55836580200071
Patient Education as Topic	92	79557	5.592469520379963
Medication Adherence	17	14522	5.660988066710236
Contraindications	22	18713	5.685330432838331
Drug Combinations	97	82338	5.697256878632153
Antiemetics	10	8432	5.734790472501779
Naphthoquinones	25	20999	5.757320006500893
Fruit	107	89582	5.7764076017134975
Pharmacists	17	14197	5.790571185577741
Angiotensin-Converting Enzyme Inhibitors	37	30875	5.795359042688424
Vitamin B 12 Deficiency	13	10794	5.823986518850371
Vegetables	35	28781	5.880939760653403
Alcoholic Beverages	22	17906	5.941546530414728
Adrenergic beta-Antagonists	49	39805	5.953155088870442
Chemistry, Pharmaceutical	129	104196	5.987343166352552
Deoxycytidine	29	23105	6.06977907722504
Calcium, Dietary	17	13535	6.073768446574524
Antibiotics, Antitubercular	20	15707	6.157561504279031
Zidovudine	12	9350	6.206158236074111
Glucosides	45	35023	6.213644822000164
Emulsions	25	19140	6.316478769997324
Bronchodilator Agents	24	18345	6.326587339532215
Benzhydryl Compounds	20	15123	6.395330343111281
Citrus*	11	8311	6.400100680951427
Dipyridamole	10	7533	6.419098494107712
Thalidomide	11	8147	6.528919595001015
Erythromycin	32	23641	6.545840528497759
Triterpenes	34	24608	6.681663594037366
Drug Compounding	25	18075	6.688632448357976
Aluminum	23	16418	6.774555242438472
Drug Synergism	91	64176	6.8574339918807095
Captopril	14	9857	6.868135856811779
Amoxicillin	15	10436	6.9504869293773375
Chromatography, High Pressure Liquid	251	173009	7.016203399633826
Acetamides	33	22470	7.102172158791543
Antipsychotic Agents	73	49631	7.1131298919776516
Muscarinic Antagonists	12	8098	7.16554953272367
Bone Density Conservation Agents	18	12028	7.236734433310627
Benzophenones	10	6667	7.252772653660394
2-Pyridinylmethylsulfinylbenzimidazoles	16	10594	7.303292202677868
Mycophenolic Acid	11	7283	7.303354868213655
Gastric Acid	16	10542	7.339313372604764
Vitamins	54	35533	7.3493565456993455
Chemical and Drug Induced Liver Injury	41	26905	7.369438081613423
Cimetidine	14	9180	7.374587003207768
Immunosuppressive Agents	138	90255	7.394395221964009
Morpholines	36	23091	7.539466351835572
Isoniazid	28	17939	7.548058336282109
Histamine H2 Antagonists	11	7035	7.5607784053536475
Furosemide	18	11509	7.563047654065466
Quinazolines	67	42652	7.596698238479598
Serotonin Receptor Agonists	16	10109	7.653647961164393
Wine	15	9452	7.673990487878056
Multidrug Resistance-Associated Proteins	22	13666	7.7848301543964675
Methylcellulose	11	6801	7.820881631883015
Naltrexone	12	7367	7.8764638525419395
Piperazines	114	69766	7.902317196131776
Xanthine Oxidase	12	7290	7.959646916133454
Anticarcinogenic Agents	16	9701	7.975508234113792
Solubility	138	82882	8.052176383016826
Glucagon-Like Peptide 1	12	7146	8.120020381352877
Dioxoles	12	7110	8.161128626849813
Cardiotonic Agents	29	17176	8.164889990007673
Eating	114	67445	8.174257388466708
