Cheese	Monoamine Oxidase Inhibitors	8	J02.500.350.300.444,G07.203.300.350.300.444,J02.500.350.200,G07.203.300.350.200	D27.505.519.389.616
Food	Delayed-Action Preparations	8	J02.500,G07.203.300	D26.255.210
Beverages	Hydroxymethylglutaryl-CoA Reductase Inhibitors	8	J02.200,G07.203.100	D27.505.519.186.071.202.370,D27.505.519.389.370,D27.505.954.557.500.202.370,D27.505.954.230.202.370
Intestinal Absorption	Antacids	8	G07.203.650.372.500,G07.203.650.593.345.500	D27.505.519.170,D27.505.954.483.080
Citrates	Aluminum Hydroxide	8	D02.241.081.901.434	D01.045.250.050,D01.248.497.158.459.075,D01.056.037,D01.455.150
Hypericum	Immunosuppressive Agents	7	B01.650.388.100.928.249.500,B01.650.940.800.575.100.928.249.500	D27.505.696.477.656
Beverages	Anticoagulants	7	J02.200,G07.203.100	D27.505.954.502.119
Beverages	Warfarin	7	J02.200,G07.203.100	D03.383.663.283.446.520.914,D03.633.100.150.446.520.914,D03.830.219.446.520.914,D03.438.150.446.520.914
Digoxin	Cardiotonic Agents	7	D09.408.180.261.436	D27.505.954.411.222
Citrus	Flavanones	7	B01.650.940.800.575.100.875.177,B01.650.388.100.875.177	D03.830.219.266.450.252,D03.438.150.266.450.252,D03.383.663.283.266.450.252,D03.633.100.150.266.450.252
Beverages	Immunosuppressive Agents	7	J02.200,G07.203.100	D27.505.696.477.656
Citrus	Hydroxymethylglutaryl-CoA Reductase Inhibitors	7	B01.650.940.800.575.100.875.177,B01.650.388.100.875.177	D27.505.519.186.071.202.370,D27.505.519.389.370,D27.505.954.557.500.202.370,D27.505.954.230.202.370
Hypericum	Antidepressive Agents	7	B01.650.388.100.928.249.500,B01.650.940.800.575.100.928.249.500	D27.505.954.427.700.122
Plant Extracts	Drug Combinations	7	D20.215.784.500	D26.310
Cheese	Tyramine	7	J02.500.350.300.444,G07.203.300.350.300.444,J02.500.350.200,G07.203.300.350.200	D02.092.211.215.811
Citrus	Liver	6	B01.650.940.800.575.100.875.177,B01.650.388.100.875.177	
Panax	Anticoagulants	6	B01.650.940.800.575.100.087.500,B01.650.388.100.087.500	D27.505.954.502.119
Citric Acid	Antacids	6	D02.241.081.901.434.249	D27.505.519.170,D27.505.954.483.080
Beverages	Antifungal Agents	6	J02.200,G07.203.100	D27.505.954.122.136
Diet	Monoamine Oxidase Inhibitors	6	G07.203.650.240	D27.505.519.389.616
Beverages	Liver	6	J02.200,G07.203.100	
Coffee	Caffeine	6	D20.215.784.249,J02.200.325,G07.203.100.325	D03.132.960.175,D03.633.100.759.758.824.175,D03.438.759.758.824.175
Citrus	Enzyme Inhibitors	6	B01.650.940.800.575.100.875.177,B01.650.388.100.875.177	D27.505.519.389
Diet	Tyramine	6	G07.203.650.240	D02.092.211.215.811
Beverages	Enzyme Inhibitors	6	J02.200,G07.203.100	D27.505.519.389
Intestinal Absorption	Tablets	6	G07.203.650.372.500,G07.203.650.593.345.500	D26.255.830
Food	Tablets	6	J02.500,G07.203.300	D26.255.830
Beverages	Adrenergic beta-Antagonists	6	J02.200,G07.203.100	D27.505.519.625.050.200.200,D27.505.696.577.050.200.200
Beverages	Flavanones	6	J02.200,G07.203.100	D03.830.219.266.450.252,D03.438.150.266.450.252,D03.383.663.283.266.450.252,D03.633.100.150.266.450.252
Citrates	Antacids	6	D02.241.081.901.434	D27.505.519.170,D27.505.954.483.080
Intestinal Absorption	Ciprofloxacin	6	G07.203.650.372.500,G07.203.650.593.345.500	D03.633.100.810.835.322.186,D03.438.810.835.322.186
Citrus	Furocoumarins	6	B01.650.940.800.575.100.875.177,B01.650.388.100.875.177	D03.383.663.283.446.794,D03.633.100.150.446.794,D03.633.300.770,D03.438.150.446.794,D03.494.770,D03.830.219.446.794
Citrus	Terfenadine	6	B01.650.940.800.575.100.875.177,B01.650.388.100.875.177	D03.383.621.855,D02.455.426.559.389.115.800
Panax	Warfarin	6	B01.650.940.800.575.100.087.500,B01.650.388.100.087.500	D03.383.663.283.446.520.914,D03.633.100.150.446.520.914,D03.830.219.446.520.914,D03.438.150.446.520.914
Beverages	Water	6	J02.200,G07.203.100	D01.045.250.875,D01.248.497.158.459.650,D01.650.550.925,D01.455.900
Diet	Anticoagulants	6	G07.203.650.240	D27.505.954.502.119
Citrus	Immunosuppressive Agents	6	B01.650.940.800.575.100.875.177,B01.650.388.100.875.177	D27.505.696.477.656
Beverages	Antihypertensive Agents	6	J02.200,G07.203.100	D27.505.954.411.162
Fasting	Delayed-Action Preparations	5	G07.203.650.240.587,G07.203.650.353.400	D26.255.210
Enteral Nutrition	Anti-Infective Agents	5	E02.642.500.360	D27.505.954.122
Dietary Proteins	Theophylline	5	J02.500.428,G07.203.300.428	D03.132.960.751,D03.633.100.759.758.824.751,D03.438.759.758.824.751
Erythromycin	Anti-Bacterial Agents	5	D09.408.477.250	D27.505.954.122.085
Citrus	Antihypertensive Agents	5	B01.650.940.800.575.100.875.177,B01.650.388.100.875.177	D27.505.954.411.162
Drugs, Chinese Herbal	Warfarin	5	D20.215.784.500.350	D03.383.663.283.446.520.914,D03.633.100.150.446.520.914,D03.830.219.446.520.914,D03.438.150.446.520.914
Plants, Medicinal	Antidepressive Agents	5	B01.650.560	D27.505.954.427.700.122
Beverages	Furocoumarins	5	J02.200,G07.203.100	D03.383.663.283.446.794,D03.633.100.150.446.794,D03.633.300.770,D03.438.150.446.794,D03.494.770,D03.830.219.446.794
Enteral Nutrition	Suspensions	5	E02.642.500.360	D26.255.165.810
Plant Extracts	Digoxin	5	D20.215.784.500	D09.408.180.261.436,D04.210.500.155.580.130.688,D04.210.500.155.580.130.500.436,D04.808.155.580.130.500.436,D04.808.155.160.349,D04.808.155.580.130.688
Beverages	Itraconazole	5	J02.200,G07.203.100	D03.383.129.799.550,D03.383.606.530
Vegetables	Vitamin K	5	B01.650.510.956,B01.650.160.956,J02.500.850,G07.203.300.850	D02.455.849.291.523.500,D02.455.426.559.847.638.721.374,D04.615.638.721.374
Citrus	Anticholesteremic Agents	5	B01.650.940.800.575.100.875.177,B01.650.388.100.875.177	D27.505.519.186.071.202,D27.505.954.557.500.202,D27.505.954.230.202
Digoxin	Plant Extracts	5	D09.408.180.261.436	D26.667
Ginkgo biloba	Plant Extracts	5	B01.650.940.800.575.400.300,B01.650.388.400.300	D26.667
Intestinal Absorption	Theophylline	5	G07.203.650.372.500,G07.203.650.593.345.500	D03.132.960.751,D03.633.100.759.758.824.751,D03.438.759.758.824.751
Plant Extracts	Antidepressive Agents	5	D20.215.784.500	D27.505.954.427.700.122
Food	Theophylline	5	J02.500,G07.203.300	D03.132.960.751,D03.633.100.759.758.824.751,D03.438.759.758.824.751
Dietary Carbohydrates	Theophylline	5	D09.301,J02.500.362,G07.203.300.362	D03.132.960.751,D03.633.100.759.758.824.751,D03.438.759.758.824.751
Beverages	Terfenadine	5	J02.200,G07.203.100	D03.383.621.855,D02.455.426.559.389.115.800
Beverages	Anticholesteremic Agents	5	J02.200,G07.203.100	D27.505.519.186.071.202,D27.505.954.557.500.202,D27.505.954.230.202
Garlic	Plant Extracts	5	B01.650.940.800.575.100.099.050.060.300,J02.500.850.100.300,B01.650.388.100.610.100.300,B01.650.940.800.575.100.610.100.300	D26.667
Enteral Nutrition	Warfarin	5	E02.642.500.360	D03.383.663.283.446.520.914,D03.633.100.150.446.520.914,D03.830.219.446.520.914,D03.438.150.446.520.914
Intestinal Absorption	Digoxin	4	G07.203.650.372.500,G07.203.650.593.345.500	D09.408.180.261.436,D04.210.500.155.580.130.688,D04.210.500.155.580.130.500.436,D04.808.155.580.130.500.436,D04.808.155.160.349,D04.808.155.580.130.688
Food	Hydralazine	4	J02.500,G07.203.300	D03.383.710.605.500
Vegetables	Warfarin	4	B01.650.510.956,B01.650.160.956,J02.500.850,G07.203.300.850	D03.383.663.283.446.520.914,D03.633.100.150.446.520.914,D03.830.219.446.520.914,D03.438.150.446.520.914
Erythromycin	Ergotamine	4	D09.408.477.250	D03.132.327.412.400,D03.633.400.562.500,D03.549.562.500
Beverages	Plant Extracts	4	J02.200,G07.203.100	D26.667
Beverages	Antioxidants	4	J02.200,G07.203.100	D27.505.519.217,D27.505.696.706.125
Fishes	Tyramine	4	B01.050.150.900.493	D02.092.211.215.811
Citrus	Antioxidants	4	B01.650.940.800.575.100.875.177,B01.650.388.100.875.177	D27.505.519.217,D27.505.696.706.125
Hypericum	Digoxin	4	B01.650.388.100.928.249.500,B01.650.940.800.575.100.928.249.500	D09.408.180.261.436,D04.210.500.155.580.130.688,D04.210.500.155.580.130.500.436,D04.808.155.580.130.500.436,D04.808.155.160.349,D04.808.155.580.130.688
Citrus	Histamine H1 Antagonists	4	B01.650.940.800.575.100.875.177,B01.650.388.100.875.177	D27.505.519.625.375.425.400,D27.505.696.577.375.425.400
Food	Captopril	4	J02.500,G07.203.300	D12.125.072.401.623.270
Citrus	Delayed-Action Preparations	4	B01.650.940.800.575.100.875.177,B01.650.388.100.875.177	D26.255.210
Beverages	Digoxin	4	J02.200,G07.203.100	D09.408.180.261.436,D04.210.500.155.580.130.688,D04.210.500.155.580.130.500.436,D04.808.155.580.130.500.436,D04.808.155.160.349,D04.808.155.580.130.688
Food, Formulated	Warfarin	4	J02.500.525.350,G07.203.300.525.350	D03.383.663.283.446.520.914,D03.633.100.150.446.520.914,D03.830.219.446.520.914,D03.438.150.446.520.914
Plant Extracts	Drugs, Chinese Herbal	4	D20.215.784.500	D26.335
Plant Preparations	Warfarin	4	D20.215.784	D03.383.663.283.446.520.914,D03.633.100.150.446.520.914,D03.830.219.446.520.914,D03.438.150.446.520.914
Citrus	Nifedipine	4	B01.650.940.800.575.100.875.177,B01.650.388.100.875.177	D03.383.725.203.540
Eating	Delayed-Action Preparations	4	G07.203.650.283,G07.203.650.593.260	D26.255.210
Plant Roots	Plant Extracts	4	A18.400	D26.667
Food	Antacids	4	J02.500,G07.203.300	D27.505.519.170,D27.505.954.483.080
Beverages	Verapamil	4	J02.200,G07.203.100	D02.092.471.683.953
Milk	Anti-Infective Agents	4	J02.200.700,J02.500.350.525,G07.203.100.700,G07.203.300.350.525	D27.505.954.122
Plants, Medicinal	Anticoagulants	4	B01.650.560	D27.505.954.502.119
Intestinal Absorption	Delayed-Action Preparations	4	G07.203.650.372.500,G07.203.650.593.345.500	D26.255.210
Ginger	Anticoagulants	4	B01.650.940.800.575.100.975.900.444,B01.650.388.100.975.900.444	D27.505.954.502.119
Agaricales	Disulfiram	4	B01.300.179.100	D02.241.081.251.869.220.250,D02.886.520.150.175,D02.886.706.200.200
Citrus	Antifungal Agents	4	B01.650.940.800.575.100.875.177,B01.650.388.100.875.177	D27.505.954.122.136
Citrus	Verapamil	4	B01.650.940.800.575.100.875.177,B01.650.388.100.875.177	D02.092.471.683.953
Panax	Plant Extracts	4	B01.650.940.800.575.100.087.500,B01.650.388.100.087.500	D26.667
Food	Antifungal Agents	4	J02.500,G07.203.300	D27.505.954.122.136
Drugs, Chinese Herbal	Plant Extracts	4	D20.215.784.500.350	D26.667
Plants, Medicinal	Cyclosporine	4	B01.650.560	D12.644.641.235.300,D04.345.566.235.300
Beverages	Histamine H1 Antagonists	4	J02.200,G07.203.100	D27.505.519.625.375.425.400,D27.505.696.577.375.425.400
Food, Formulated	Phenytoin	4	J02.500.525.350,G07.203.300.525.350	D03.383.129.308.432.555.730
Beverages	Calcium	4	J02.200,G07.203.100	D01.268.552.100,D01.552.539.288
Beverages	Anti-Arrhythmia Agents	4	J02.200,G07.203.100	D27.505.954.411.097
Citrus	Water	4	B01.650.940.800.575.100.875.177,B01.650.388.100.875.177	D01.045.250.875,D01.248.497.158.459.650,D01.650.550.925,D01.455.900
Food	Ampicillin	4	J02.500,G07.203.300	D03.633.100.300.750.750.050,D02.065.589.099.750.750.050,D02.886.108.750.750.050,D03.438.260.825.750.050,D03.605.084.737.750.050,D04.075.080.875.099.221.750.750.050
Dietary Supplements	Anticoagulants	4	J02.500.456,G07.203.300.456	D27.505.954.502.119
Food	Angiotensin-Converting Enzyme Inhibitors	4	J02.500,G07.203.300	D27.505.519.389.745.085
Digoxin	Rifampin	3	D09.408.180.261.436	D03.633.400.811.700,D04.345.295.750.700,D03.549.811.700
Soybeans	Warfarin	3	B01.650.940.800.575.100.401.750,J02.500.850.500.700,J02.500.300.100.900,B01.650.388.100.401.750	D03.383.663.283.446.520.914,D03.633.100.150.446.520.914,D03.830.219.446.520.914,D03.438.150.446.520.914
Citrus	Quinidine	3	B01.650.940.800.575.100.875.177,B01.650.388.100.875.177	D03.132.206.636,D03.605.687.637,D03.633.100.810.699,D03.438.810.699
Yeast, Dried	Tyramine	3	J02.500.456.933,G07.203.300.456.933	D02.092.211.215.811
Vaccinium macrocarpon	Anticoagulants	3	B01.650.388.100.343.774.750,B01.650.940.800.575.100.343.774.750	D27.505.954.502.119
Citrus	Antimalarials	3	B01.650.940.800.575.100.875.177,B01.650.388.100.875.177	D27.505.954.122.250.100.085
Plant Extracts	Water	3	D20.215.784.500	D01.045.250.875,D01.248.497.158.459.650,D01.650.550.925,D01.455.900
Ginkgo biloba	Anticoagulants	3	B01.650.940.800.575.400.300,B01.650.388.400.300	D27.505.954.502.119
Plants, Medicinal	Immunosuppressive Agents	3	B01.650.560	D27.505.696.477.656
Fasting	Tablets	3	G07.203.650.240.587,G07.203.650.353.400	D26.255.830
Dietary Supplements	Caffeine	3	J02.500.456,G07.203.300.456	D03.132.960.175,D03.633.100.759.758.824.175,D03.438.759.758.824.175
Beverages	HIV Protease Inhibitors	3	J02.200,G07.203.100	D27.505.519.389.745.420,D27.505.954.122.388.077.088.420
Dietary Fats	Suspensions	3	J02.500.375,G07.203.300.375	D26.255.165.810
Cheese	Isoniazid	3	J02.500.350.300.444,G07.203.300.350.300.444,J02.500.350.200,G07.203.300.350.200	D03.066.349.410,D03.383.725.394.582,D02.442.436
Fasting	Antacids	3	G07.203.650.240.587,G07.203.650.353.400	D27.505.519.170,D27.505.954.483.080
Beverages	Anti-Infective Agents	3	J02.200,G07.203.100	D27.505.954.122
Food	Propranolol	3	J02.500,G07.203.300	D02.033.100.624.698.711,D02.033.755.624.698.711,D02.092.063.624.698.711,D02.455.426.559.847.638.945,D04.615.638.945,D02.033.100.624.836,D02.033.755.624.836
Food, Fortified	Anti-Infective Agents	3	J02.500.515,G07.203.300.515,J02.500.525.400	D27.505.954.122
Citrus	Anticonvulsants	3	B01.650.940.800.575.100.875.177,B01.650.388.100.875.177	D27.505.954.427.080
Food, Formulated	Vitamin K	3	J02.500.525.350,G07.203.300.525.350	D02.455.849.291.523.500,D02.455.426.559.847.638.721.374,D04.615.638.721.374
Beverages	Amlodipine	3	J02.200,G07.203.100	D03.383.725.203.065
Vaccinium macrocarpon	Warfarin	3	B01.650.388.100.343.774.750,B01.650.940.800.575.100.343.774.750	D03.383.663.283.446.520.914,D03.633.100.150.446.520.914,D03.830.219.446.520.914,D03.438.150.446.520.914
Drugs, Chinese Herbal	Anticonvulsants	3	D20.215.784.500.350	D27.505.954.427.080
Fasting	Antifungal Agents	3	G07.203.650.240.587,G07.203.650.353.400	D27.505.954.122.136
Intestinal Absorption	Drug Combinations	3	G07.203.650.372.500,G07.203.650.593.345.500	D26.310
Troleandomycin	Liver	3	D09.408.477.600.800	
Citrus	HIV Protease Inhibitors	3	B01.650.940.800.575.100.875.177,B01.650.388.100.875.177	D27.505.519.389.745.420,D27.505.954.122.388.077.088.420
Fasting	Naphthoquinones	3	G07.203.650.240.587,G07.203.650.353.400	D02.455.426.559.847.638.721,D02.806.550,D04.615.638.721
Plant Extracts	Tolbutamide	3	D20.215.784.500	D02.948.828.896,D02.886.590.795.896
Fasting	Benzodiazepines	3	G07.203.650.240.587,G07.203.650.353.400	D03.633.100.079.080,D03.438.079.080
Heparin	Dihydroergotamine	3	D09.698.373.400	D03.132.327.412.225,D03.633.400.562.300,D03.549.562.300
Beverages	Simvastatin	3	J02.200,G07.203.100	D02.455.426.559.847.638.400.900,D04.615.638.400.900
Food Analysis	Vitamin K	3	J01.576.423.850.100	D02.455.849.291.523.500,D02.455.426.559.847.638.721.374,D04.615.638.721.374
Beverages	Pyrroles	3	J02.200,G07.203.100	D03.383.129.578
Plant Extracts	Immunosuppressive Agents	3	D20.215.784.500	D27.505.696.477.656
Food Analysis	Monoamine Oxidase Inhibitors	3	J01.576.423.850.100	D27.505.519.389.616
Eating	Itraconazole	3	G07.203.650.283,G07.203.650.593.260	D03.383.129.799.550,D03.383.606.530
Vegetables	Acetaminophen	3	B01.650.510.956,B01.650.160.956,J02.500.850,G07.203.300.850	D02.065.199.092.040,D02.092.146.113.092.040
Beverages	Pravastatin	3	J02.200,G07.203.100	D02.455.426.559.847.638.930,D04.615.638.930
Citrus	Plant Extracts	3	B01.650.940.800.575.100.875.177,B01.650.388.100.875.177	D26.667
Soybeans	Monoamine Oxidase Inhibitors	3	B01.650.940.800.575.100.401.750,J02.500.850.500.700,J02.500.300.100.900,B01.650.388.100.401.750	D27.505.519.389.616
Food Analysis	Tyramine	3	J01.576.423.850.100	D02.092.211.215.811
Spinacia oleracea	Vitamin K	3	J02.500.850.800,B01.650.388.100.200.800,B01.650.940.800.575.100.200.800	D02.455.849.291.523.500,D02.455.426.559.847.638.721.374,D04.615.638.721.374
Beverages	Delayed-Action Preparations	3	J02.200,G07.203.100	D26.255.210
Plant Extracts	Dextromethorphan	3	D20.215.784.500	D03.132.577.249.200,D03.605.497.212,D03.633.400.686.212,D04.615.723.795.200,D03.549.686.212
Diet	Acetaminophen	3	G07.203.650.240	D02.065.199.092.040,D02.092.146.113.092.040
Citrus	Anti-Arrhythmia Agents	3	B01.650.940.800.575.100.875.177,B01.650.388.100.875.177	D27.505.954.411.097
Citrus paradisi	Adrenergic beta-Antagonists	3	B01.650.388.100.875.177.538,B01.650.940.800.575.100.875.177.538	D27.505.519.625.050.200.200,D27.505.696.577.050.200.200
Intestinal Absorption	Suspensions	3	G07.203.650.372.500,G07.203.650.593.345.500	D26.255.165.810
Plant Extracts	Cyclosporine	3	D20.215.784.500	D12.644.641.235.300,D04.345.566.235.300
Plant Extracts	Hypoglycemic Agents	3	D20.215.784.500	D27.505.696.422
Beverages	Caffeine	3	J02.200,G07.203.100	D03.132.960.175,D03.633.100.759.758.824.175,D03.438.759.758.824.175
Fasting	Suspensions	3	G07.203.650.240.587,G07.203.650.353.400	D26.255.165.810
Yeast, Dried	Monoamine Oxidase Inhibitors	3	J02.500.456.933,G07.203.300.456.933	D27.505.519.389.616
Coffee	Antipsychotic Agents	3	D20.215.784.249,J02.200.325,G07.203.100.325	D27.505.696.277.950.040,D27.505.954.427.210.950.040,D27.505.954.427.700.872.331
Dietary Supplements	Vitamin K	3	J02.500.456,G07.203.300.456	D02.455.849.291.523.500,D02.455.426.559.847.638.721.374,D04.615.638.721.374
Drugs, Chinese Herbal	Carbamazepine	3	D20.215.784.500.350	D03.633.300.240.127,D03.494.240.127
Plant Extracts	Caffeine	3	D20.215.784.500	D03.132.960.175,D03.633.100.759.758.824.175,D03.438.759.758.824.175
Plant Extracts	Omeprazole	3	D20.215.784.500	D03.383.725.024.500,D03.633.100.103.034.500,D02.886.640.074.500,D03.438.103.034.500
Citrus	Lovastatin	3	B01.650.940.800.575.100.875.177,B01.650.388.100.875.177	D02.455.426.559.847.638.400,D04.615.638.400
Intestinal Absorption	Ketoconazole	3	G07.203.650.372.500,G07.203.650.593.345.500	D03.383.606.560
Beverages	Lovastatin	3	J02.200,G07.203.100	D02.455.426.559.847.638.400,D04.615.638.400
Food, Fortified	Warfarin	3	J02.500.515,G07.203.300.515,J02.500.525.400	D03.383.663.283.446.520.914,D03.633.100.150.446.520.914,D03.830.219.446.520.914,D03.438.150.446.520.914
Beverages	Atorvastatin Calcium	3	J02.200,G07.203.100	D03.383.129.578.075
Coprinus	Disulfiram	3	B01.300.179.100.200	D02.241.081.251.869.220.250,D02.886.520.150.175,D02.886.706.200.200
Plant Extracts	Ethanol	3	D20.215.784.500	D02.033.375
Citrus	Calcium	3	B01.650.940.800.575.100.875.177,B01.650.388.100.875.177	D01.268.552.100,D01.552.539.288
Ginger	Warfarin	3	B01.650.940.800.575.100.975.900.444,B01.650.388.100.975.900.444	D03.383.663.283.446.520.914,D03.633.100.150.446.520.914,D03.830.219.446.520.914,D03.438.150.446.520.914
Fasting	Acetaminophen	3	G07.203.650.240.587,G07.203.650.353.400	D02.065.199.092.040,D02.092.146.113.092.040
Fasting	Theophylline	3	G07.203.650.240.587,G07.203.650.353.400	D03.132.960.751,D03.633.100.759.758.824.751,D03.438.759.758.824.751
Fishes	Isoniazid	3	B01.050.150.900.493	D03.066.349.410,D03.383.725.394.582,D02.442.436
Citrus	Nisoldipine	3	B01.650.940.800.575.100.875.177,B01.650.388.100.875.177	D03.383.725.203.580
Food	Amoxicillin	3	J02.500,G07.203.300	D03.633.100.300.750.750.050.050,D02.065.589.099.750.750.050.050,D02.886.108.750.750.050.050,D03.438.260.825.750.050.050,D03.605.084.737.750.050.050,D04.075.080.875.099.221.750.750.050.050
Drugs, Chinese Herbal	Anticoagulants	3	D20.215.784.500.350	D27.505.954.502.119
Citrus	Simvastatin	3	B01.650.940.800.575.100.875.177,B01.650.388.100.875.177	D02.455.426.559.847.638.400.900,D04.615.638.400.900
Plant Preparations	Digoxin	3	D20.215.784	D09.408.180.261.436,D04.210.500.155.580.130.688,D04.210.500.155.580.130.500.436,D04.808.155.580.130.500.436,D04.808.155.160.349,D04.808.155.580.130.688
Beverages	Nifedipine	3	J02.200,G07.203.100	D03.383.725.203.540
Intestinal Absorption	Acetaminophen	3	G07.203.650.372.500,G07.203.650.593.345.500	D02.065.199.092.040,D02.092.146.113.092.040
Beverages	Triazolam	3	J02.200,G07.203.100	D03.633.100.079.080.900,D03.438.079.080.900
Plants, Medicinal	Digoxin	3	B01.650.560	D09.408.180.261.436,D04.210.500.155.580.130.688,D04.210.500.155.580.130.500.436,D04.808.155.580.130.500.436,D04.808.155.160.349,D04.808.155.580.130.688
Citrus paradisi	Enzyme Inhibitors	3	B01.650.388.100.875.177.538,B01.650.940.800.575.100.875.177.538	D27.505.519.389
Plants, Medicinal	Platelet Aggregation Inhibitors	3	B01.650.560	D27.505.954.502.780
Beverages	Quinidine	3	J02.200,G07.203.100	D03.132.206.636,D03.605.687.637,D03.633.100.810.699,D03.438.810.699
Fasting	Atovaquone	3	G07.203.650.240.587,G07.203.650.353.400	D02.806.550.312,D04.615.638.721.186
Citrus	Amlodipine	3	B01.650.940.800.575.100.875.177,B01.650.388.100.875.177	D03.383.725.203.065
Plants, Medicinal	Warfarin	3	B01.650.560	D03.383.663.283.446.520.914,D03.633.100.150.446.520.914,D03.830.219.446.520.914,D03.438.150.446.520.914
Citrus	Itraconazole	3	B01.650.940.800.575.100.875.177,B01.650.388.100.875.177	D03.383.129.799.550,D03.383.606.530
Fasting	Hypnotics and Sedatives	3	G07.203.650.240.587,G07.203.650.353.400	D27.505.696.277.350,D27.505.954.427.210.350,D27.505.954.427.325,D27.505.696.410
Drugs, Chinese Herbal	Drug Combinations	3	D20.215.784.500.350	D26.310
Food	Ketoconazole	3	J02.500,G07.203.300	D03.383.606.560
Dietary Supplements	Warfarin	3	J02.500.456,G07.203.300.456	D03.383.663.283.446.520.914,D03.633.100.150.446.520.914,D03.830.219.446.520.914,D03.438.150.446.520.914
Dietary Supplements	Plant Extracts	3	J02.500.456,G07.203.300.456	D26.667
Fishes	Histamine	3	B01.050.150.900.493	D03.383.129.308.373,D02.092.211.215.501,D02.092.471.440
Hypericum	Cardiotonic Agents	3	B01.650.388.100.928.249.500,B01.650.940.800.575.100.928.249.500	D27.505.954.411.222
Intestinal Absorption	Anti-Infective Agents	3	G07.203.650.372.500,G07.203.650.593.345.500	D27.505.954.122
Digoxin	Anti-Arrhythmia Agents	3	D09.408.180.261.436	D27.505.954.411.097
Plant Extracts	Alprazolam	3	D20.215.784.500	D03.633.100.079.080.030,D03.438.079.080.030
Intestinal Absorption	Antifungal Agents	3	G07.203.650.372.500,G07.203.650.593.345.500	D27.505.954.122.136
Clarithromycin	Rifampin	2	D09.408.477.250.100	D03.633.400.811.700,D04.345.295.750.700,D03.549.811.700
