Nuotto E, Mattila MJ, Seppälä T, Konno K. Coffee and caffeine and alcohol effects on psychomotor function. Clin Pharmacol Ther (1982) 31, 68–76.	7053307
Newman HW, Newman EJ. Failure of dexedrine and caffeine as practical antagonists of the depressant effect of ethyl alcohol in man. Q J Stud Alcohol (1956) 17, 406–10.	13359661
Oborne DJ, Rogers Y. Interactions of alcohol and caffeine on human reaction time. Aviat Space Environ Med (1983) 54, 528–34.	6882312
Azcona O, Barbanoj MJ, Torrent J, Jané F. Evaluation of the central effects of alcohol and caffeine interaction. Br J Clin Pharmacol (1995) 40, 393–400.	8554942
Marczinski CA, Fillmore MT. Dissociative antagonistic effects of caffeine on alcohol-induced impairment of behavioral control. Exp Clin Psychopharmacol (2003) 11, 228–36.	12940502
Mackay M, Tiplady B, Scholey AB. Interactions between alcohol and caffeine in relation to psychomotor speed and accuracy. Hum Psychopharmacol (2002) 17, 151–6.	12404692
Drake CL, Roehrs T, Turner L, Scofield HM, Roth T. Caffeine reversal of ethanol effects on the multiple sleep latency test, memory, and psychomotor performance. Neuropsychopharmacology (2003) 28, 371–8.	12589390
Liguori A, Robinson JH. Caffeine antagonism of alcohol-induced driving impairment. Drug Alcohol Depend (2001) 63, 123–9.	11376916
Caley MJ, Clarke RA. Cardiac arrhythmia after mushroom ingestion. BMJ (1977) 2, 1633.	589392
Broadhurst-Zingrich L. Ink caps and alcohol. BMJ (1978) 1, 511.	564228
Cochran KW, Cochran MW. Clitocybe clavipes: antabuse-like reaction to alcohol. Mycologia (1978) 70, 1124–6.	569766
Oso BA. Mushrooms and the Yoruba people of Nigeria. Mycologia (1975) 67, 311–19.	1167931
Vanhaelen M, Vanhaelen-Fastré R, Hoyois J, Mardens Y. Reinvestigation of disulfiram-like biological activity of Coprinus atramentarius (Bull.ex Fr.) Fr.extracts. J Pharm Sci (1976) 65, 1774–6.	1036443
Wier JK, Tyler VE. An investigation of Coprinus atramentarius for the presence of disulfiram. J Am Pharm Assoc (1960) 49, 426–9.	13855374
Hatfield GM, Schaumberg JP. Isolation and structural studies of coprine, the disulfiram-like constituent of Coprinus atramentarius. Lloydia (1975) 38, 489–96.	1241098
Lindberg P, Bergman R, Wickberg B. Isolation and structure of coprine, the in vivo aldehyde dehydrogenase inhibitor in Coprinus atramentarius; syntheses of coprine and related cyclopropanone derivatives. J Chem Soc (1977) (6) 684–91.	558210
Fujiyama Y, Naitoh M, Nakamura M, Minezaki K, Shigeta Y, Okubo M. [Mushroom poisoning whose symptoms were relevant to the amount of alcohol taken]. Nippon Naika Gakkai Zasshi (2002) 91, 2189–91.	12187697
Radford AP. Ink caps and mushrooms. BMJ (1978) 1, 112.	564228
Miller DS, Stirling JL, Yudkin J. Effect of ingestion of milk on concentrations of blood alcohol. Nature (1966) 212, 1051.	21090491
Fraser AG, Rosalki SB, Gamble GD, Pounder RE. Inter-individual and intra-individual variability of ethanol concentration-time profiles: comparison of ethanol ingestion before or after an evening meal. Br J Clin Pharmacol (1995) 40, 387–92.	8926537
Jones AW, Jönsson KÅ. Food-induced lowering of blood-ethanol profiles and increased rate of elimination immediately after a meal. J Forensic Sci (1994) 39, 1084–93.	8064267
Jones AW, Jönsson KÅ, Kechagias S. Effect of high-fat, high-protein, and high-carbohydrate meals on the pharmacokinetics of a small dose of ethanol. Br J Clin Pharmacol (1997) 44, 521–6.	9431825
Ramchandani VA, Kwo PY, Li T-K. Effect of food and food composition on alcohol elimination rates in healthy men and women. J Clin Pharmacol (2001) 41, 1345–50.	11762562
Helander A, Some M. Dietary serotonin and alcohol combined may provoke adverse physiological symptoms due to 5-hydroxytryptophol. Life Sci (2000) 67, 799–806.	10968409
Benton D, Nabb S. Breakfasts that release glucose at different speeds interact with previous alcohol intake to influence cognition and mood before and after lunch. Behav Neurosci (2004) 118, 936–43.	15506876
Carai MAM, Agabio R, Bombardelli E, Bourov I, Gessa GL, Lobina C, Morazzoni P, Pani M, Reali R, Vacca G, Colombo G. Potential use of medicinal plants in the treatment of alcoholism. Fitoterapia (2000) 71 (Suppl 1), S38–S42.	10930711
Foo H, Lemon J. Acute effects of kava, alone or in combination with alcohol, on subjective measures of impairment and intoxication and on cognitive performance. Drug Alcohol Rev (1997) 16, 147–55.	16203421
Chauhan BL, Kulkarni RD. Alcohol hangover and Liv.52. Eur J Clin Pharmacol (1991) 40, 187–8.	2065699
Chauhan BL, Kulkarni RD. Effect of Liv.52, a herbal preparation, on absorption and metabolism of ethanol in humans. Eur J Clin Pharmacol (1991) 40, 189–91.	2065700
Hobbes J, Boutagy J, Shenfield GM. Interactions between ethanol and oral contraceptive steroids. Clin Pharmacol Ther (1985) 38, 371–80.	4042520
Jones MK, Jones BM. Ethanol metabolism in women taking oral contraceptives. Alcohol Clin Exp Res (1984) 8, 24–8.	6741669
Zeiner AR, Kegg PS. Menstrual cycle and oral contraceptive effects on alcohol pharmacokinetics in caucasian females. Curr Alcohol (1981) 8, 47–56.	7343191
Sarkola T, Ahola L, von der Pahlen B, Eriksson CJP. Lack of effect of alcohol on ethinylestradiol in premenopausal women. Contraception (2001) 63, 19–23.	11257244
Lee A, Chui PT, Aun CST, Gin T, Lau ASC. Possible interaction between sevoflurane and aloe vera. Ann Pharmacother (2004) 38, 1651–4.	15292490
Anon. Piper methysticum (kava kava). Altern Med Rev (1998) 3, 458–60.3. Pepping J. Kava: Piper methysticum. Am J Health-Syst Pharm (1999) 56, 957–8 and 960	10578942
Larkin, M. Surgery patients at risk for herb–anaesthesia interactions. Lancet (1999) 354, 1362.	10533874
Cheng B, Hung CT, Chiu W. Herbal medicine and anaesthesia. Hong Kong Med J (2002) 8, 123–30.	14567065
Leak JA. Perioperative considerations in the management of the patient taking herbal medicines. Curr Opin Anaesthesiol (2000) 13, 321–5.	17016323
Lyons TR. Herbal medicines and possible anesthesia interactions. AANA J (2002) 70, 47–51.	12393786
Klepser TB, Klepser ME. Unsafe and potentially safe herbal therapies. Am J Health-Syst Pharm (1999) 56, 125–38.	10030529
Miller LG. Herbal medicinals. Selected clinical considerations focusing on known or potential drug-herb interactions. Arch Intern Med (1998) 158, 2200–11.	11365266
Irefin S, Sprung J. A possible cause of cardiovascular collapse during anesthesia: long-term use of St John’s wort. J Clin Anesth (2000) 12, 498–9.	11203429
Stempak D, Gammon J, Halton J, Champagne M, Koren G, Baruchel S. Modulation of celecoxib pharmacokinetics by food in pediatric patients. Clin Pharmacol Ther (2005) 77, 226–8.	15735617
Poli A, Moreno RA, Ribiero W, Dias HB, Moreno H, Muscara MN, De Nucci G. Influence of gastric acid secretion blockade and food intake on the bioavailability of a potassium diclofenac suspension in healthy male volunteers. Int J Clin Pharmacol Ther (1996) 34, 76–9.	8929750
McEwen J, De Luca M, Casini A, Gich I, Barbanoj MJ, Tost D, Artigas R, Mauleón D. The effect of food and an antacid on the bioavailability of dexketoprofen trometamol. J Clin Pharmacol (1998) 38 (Suppl), 41S–45S.	9882081
Pargal A, Kelkar MG, Nayak PJ. The effect of food on the bioavailability of ibuprofen and flurbiprofen from sustained release formulation. Biopharm Drug Dispos (1996) 17, 511–19.	8866042
Greenblatt DJ, von Moltke LL, Perloff ES, Luo Y, Harmatz JS, Zinny MA. Interaction of flurbiprofen with cranberry juice, grape juice, tea, and fluconazole: in vitro and clinical studies. Clin Pharmacol Ther (2006) 79, 125–33.	16413247
Siemon D, de Vries JX, Stötzer F, Walter-Sack I, Dietl R. Fasting and postprandial disposition of R(-)- and S(+)-ibuprofen following oral administration of racemic drug in healthy individuals. Eur J Med Res (1997) 2, 215–19.	9153347
Klueglich M, Ring A, Scheuerer S, Trommeshauser D, Schuijt C, Liepold B, Berndl G. Ibuprofen extrudate, a novel, rapidly dissolving ibuprofen formulation: relative bioavailability compared to ibuprofen lysinate and regular ibuprofen, and food effect on all formulations. J Clin Pharmacol (2005) 45, 1055–61.	16100300
Caillé G, du Souich P, Besner JG, Gervais P, Vèzina M. Effects of food and sucralfate on the pharmacokinetics of naproxen and ketoprofen in humans. Am J Med (1989) 86 (Suppl 6A) 38–44. Correction. ibid. (1990) 89, 838.	2735334
Bannwarth B, Lapicque F, Netter P, Monot C, Tamisier JN, Thomas P, Royer RJ. The effect of food on the systemic availability of ketoprofen. Eur J Clin Pharmacol (1988) 33, 643–5.	3366169
Le Liboux A, Teule M, Frydman A, Oosterhuis B, Jonkman JHG. Effect of diet on the single- and multiple-dose pharmacokinetics of sustained-release ketoprofen. Eur J Clin Pharmacol (1994) 47, 361–6.	7875189
Mroszczak E, Yee JP, Bynum L. Absorption of naproxen controlled-release tablets in fasting and postprandial volunteers. J Clin Pharmacol (1988) 28, 1128–31.	3243931
Palazzini E, Cristofori M, Babbini M. Bioavailability of a new controlled-release oral naproxen formulation given with and without food. Int J Clin Pharmacol Res (1992) 12, 179–84.	1297641
Forbes JA, Sandberg RÅ, Bood-Björklund L. The effect of food on bromfenac, naproxen sodium, and acetaminophen in postoperative pain after orthopedic surgery. Pharmacotherapy (1998) 18, 492–503.	9620100
Marzo A, Dal Bo L, Wool C, Cerutti R. Bioavailability, food effect and tolerability of S-naproxen betainate sodium salt monohydrate in steady state. Arzneimittelforschung (1998) 48, 935–40.	9793622
Emori HW, Paulus H, Bluestone R, Champion GD, Pearson C. Indomethacin serum concentrations in man. Effects of dosage, food, and antacid. Ann Rheum Dis (1976) 35, 333–8.	970990
von Schrader HW, Buscher G, Dierdorf D, Mügge H, Wolf D. Nabumetone — a novel anti-inflammatory drug: the influence of food, milk, antacids, and analgesics on bioavailability of single oral doses. Int J Clin Pharmacol Ther Toxicol (1983) 21, 311–21.	6688407
Ishizaki T, Nomura T, Abe T. Pharmacokinetics of piroxicam, a new nonsteroidal anti-inflammatory agent, under fasting and postprandial states in man. J Pharmacokinet Biopharm (1979) 7, 369–81.	512843
Tilstone WJ, Lawson DH, Omara F, Cunningham F. The steady-state pharmacokinetics of piroxicam: effect of food and iron. Eur J Rheumatol Inflamm (1981) 4, 309–13.	6242951
Day RO, Lam S, Paull P, Wade D. Effect of food and various antacids on the absorption of tenoxicam. Br J Clin Pharmacol (1987) 24, 323–8.	3499163
Busch U, Heinzel G, Narjes H. Effect of food on pharmacokinetics of meloxicam, a new non steroidal anti-inflammatory drug (NSAID). Agents Actions (1991) 32, 52–3.	2058471
Meisel C, Johne A, Roots I. Fatal intracerebral mass bleeding associated with Ginkgo biloba and ibuprofen. Atherosclerosis (2003) 167, 367.	12818420
Hoffman T. Ginko, Vioxx and excessive bleeding – possible drug-herb interactions: case report. Hawaii Med J (2001) 60, 290.	11797495
Greenblatt DJ, von Moltke LL, Luo Y, Perloff ES, Horan KA, Bruce A, Reynolds RC, Harmatz JS, Avula B, Khan IA, Goldman P. Ginkgo biloba does not alter clearance of flurbiprofen, a cytochrome P450-2C9 substrate. J Clin Pharmacol (2006) 46, 214–21.	17641611
Mohutsky MA, Anderson GD, Miller JW, Elmer GW. Ginkgo biloba: evaluation of CYP2C9 drug interactions in vitro and in vivo. Am J Ther (2006) 13, 24–31.	16428919
Rowin J, Lewis SL. Spontaneous bilateral subdural hematomas associated with chronic Ginkgo biloba ingestion. Neurology (1996) 46, 1775–6.	8649594
Vale S. Subarachnoid haemorrhage associated with Ginkgo biloba. Lancet (1998) 352, 36.	9800751
Gilbert GJ. Ginkgo biloba. Neurology (1997) 48, 1137.	15344253
Benjamin J, Muir T, Briggs K, Pentland B. A case of cerebral haemorrhage – can Ginkgo biloba be implicated? Postgrad Med J (2001) 77, 112–13.	11161079
Fessenden JM, Wittenborn W, Clarke L. Gingko biloba: a case report of herbal medicine and bleeding postoperatively from a laparoscopic cholecystectomy. Am Surg (2001) 67, 33–5.	11206893
Kharasch ED, Whittington D, Hoffer C. Influence of hepatic and intestinal cytochrome P4503A activity on the acute disposition and effects of oral transmucosal fentanyl citrate. Anesthesiology (2004) 101, 729–37.	15329598
Benmebarek M, Devaud C, Gex-Fabry M, Powell Golay K, Brogli C, Baumann P, Gravier B, Eap CB. Effects of grapefruit juice on the pharmacokinetics of the enantiomers of methadone. Clin Pharmacol Ther (2004) 76, 55–63.	15229464
Van Thuyne W, Van Eenoo P, Delbeke FT. Urinary concentrations of morphine after the administration of herbal teas containing Papaveris fructus in relation to doping analysis. J Chromatogr B Analyt Technol Biomed Life Sci (2003) 785, 245–51.	12554137
Eic-Höchli D, Oppliger R, Powell Golay K, Baumann P, Eap CB. Methadone maintenance treatment and St John’s wort. Pharmacopsychiatry (2003) 36, 35–7.	12649774
Kumar NB, Allen K, Bel H. Perioperative herbal supplement use in cancer patients: potential implications and recommendations for presurgical screening. Cancer Control (2005) 12, 149–57.	16062162
Robertson DRC, Higginson I, Macklin BS, Renwick AG, Waller DG, George CF. The influence of protein containing meals on the pharmacokinetics of levodopa in healthy volunteers. Br J Clin Pharmacol (1991) 31, 413–17.	2049250
Wessels JC, Koeleman HA, Boneschans B, Steyn HS. The influence of different types of breakfast on the absorption of paracetamol among members of an ethnic group. Int J Clin Pharmacol Ther Toxicol (1992) 30, 208–13.	1612815
Walter-Sack IE, de Vries JX, Nickel B, Stenzhorn G, Weber E. The influence of different formula diets and different pharmaceutical formulations on the systemic availability of paracetamol, gallbladder size, and plasma glucose. Int J Clin Pharmacol Ther Toxicol (1989) 27, 544–50.	2613389
Holt S, Heading RC, Carter DC, Prescott LF, Tothill P. Effect of gel fibre on gastric emptying and absorption of glucose and paracetamol. Lancet (1979) 1, 636–9.	85872
Forbes JA, Sandberg RA, Bood-Bjorklund L. The effect of food on bromfenac, naproxen sodium, and acetaminophen in postoperative pain after orthopedic surgery. Pharmacotherapy (1998) 18, 492–503.	9620100
Burnett I, Schachtel B, Sanner K, Bey M, Grattan T, Littlejohn S. Onset of analgesia of a paracetamol tablet containing sodium bicarbonate: a double-blind, placebo-controlled study in adult patients with acute sore throat. Clin Ther (2006) 28, 1273–8.	17062300
Prescott LF, Yoovathaworn K, Makarananda K, Saivises R, Sriwatanakul K. Impaired absorption of paracetamol in vegetarians. Br J Clin Pharmacol (1993) 36, 237–40.	9114910
Stillings M, Havlik I, Chetty M, Clinton C, Schall R, Moodley I, Muir N, Little S. Comparison of the pharmacokinetic profiles of soluble aspirin and solid paracetamol tablets in fed and fasted volunteers. Curr Med Res Opin (2000) 16, 115–24.	10893655
Whitcomb DC, Block GD. Association of acetaminophen hepatotoxicity with fasting and ethanol use. JAMA (1994) 272, 1845–50.	7990219
Schenker S, Speeg KV, Perez A, Finch J. The effects of food restriction in man on hepatic metabolism of acetaminophen. Clin Nutr (2001) 20, 145–50.	11327742
Pantuck EJ, Pantuck CB, Anderson KE, Wattenberg LW, Conney AH, Kappas A. Effect of brussels sprouts and cabbage on drug conjugation. Clin Pharmacol Ther (1984) 35, 161–9.	6692645
Chen L, Mohr SN, Yang CS. Decrease of plasma and urinary oxidative metabolites of acetaminophen after consumption of watercress by human volunteers. Clin Pharmacol Ther (1996) 60, 651–60.	8988067
Anderson KE, Schneider J, Pantuck EJ, Pantuck CB, Mudge GH, Welch RM, Conney AH, Kappas A. Acetaminophen metabolism in subjects fed charcoal-broiled beef. Clin Pharmacol Ther (1983) 34, 369–74.	6883912
Gwilt PR, Lear CL, Tempero MA, Birt DD, Grandjean AC, Ruddon RW, Nagel DL. The effect of garlic extract on human metabolism of acetaminophen. Cancer Epidemiol Biomarkers Prev (1994) 3, 155–60.	8049637
Kolawole JA, Maduenyi A. Effect of Zobo drink (Hibiscus sabdariffa water extract) on the pharmacokinetics of acetaminophen in human volunteers. Eur J Drug Metab Pharmacokinet (2004) 29, 25–9.	15151167
Qi J, Toyoshima A, Honda Y, Mineshita S. Pharmacokinetic study on acetaminophen: interaction with a Chinese medicine. J Med Dent Sci (1997) 44, 31–5.	9385040
Homeida M, Leahy W, Copeland S, Ali MMM, Harron DWG. Pharmacokinetic interaction between praziquantel and albendazole in Sudanese men. Ann Trop Med Parasitol (1994) 88, 551–9.	7979646
Nagy J, Schipper HG, Koopmans RP, Butter JJ, Van Boxtel CJ, Kager PA. Effect of grapefruit juice or cimetidine coadministration on albendazole bioavailability. Am J Trop Med Hyg (2002) 66, 260–3.	12495014
Feeley J, Heidemann H, Gerkens J, Roberts LJ, Branch RA. Sodium depletion enhances nephrotoxicity of amphotericin B. Lancet (1981) i, 1422–3.	6113376
Heidemann HT, Gerkens JF, Spickard WA, Jackson EK, Branch RA. Amphotericin B nephrotoxicity in humans decreased by salt repletion. Am J Med (1983) 75, 476–81.	6614033
Dixon R, Pozniak AL, Watt HM, Rolan P, Posner J. Single-dose and steady-state pharmacokinetics of a novel microfluidized suspension of atovaquone in human immunodeficiency virus-seropositive patients. Antimicrob Agents Chemother (1996) 40, 556–60.	8851570
Falloon J, Sargent S, Piscitelli SC, Bechtel C, LaFon SW, Sadler B, Walker RE, Kovacs JA, Polis MA, Davey RT, Lan HC, Masur H. Atovaquone suspension in HIV-infected volunteers: pharmacokinetics, pharmacodynamics, and TMP-SMX interaction study. Pharmacotherapy (1999) 19, 1050–6.	10610011
Freeman CD, Klutman NE, Lamp KC, Dall LH, Strayer AH. Relative bioavailability of atovaquone suspension when administered with an enteral nutrition supplement. Ann Pharmacother (1998) 32, 1004–7.	9793589
Rolan PE, Mercer AJ, Weatherley BC, Holdich T, Meire H, Peck RW, Ridout G, Posner J. Examination of some factors responsible for a food-induced increase in absorption of atovaquone. Br J Clin Pharmacol (1994) 37, 13–20.	8148213
Jaruratanasirikul S, Kleepkaew A. Influence of an acidic beverage (Coca-Cola) on absorption of itraconazole. Eur J Clin Pharmacol (1997) 52, 235–7.	9218932
Chin TWF, Loeb M, Fong IW. Effects of an acidic beverage (Coca-Cola) on absorption of ketoconazole. Antimicrob Agents Chemother (1995) 39, 1671–5.	7486898
Zimmermann T, Yeates RA, Laufen H, Pfaff G, Wildfeuer A. Influence of concomitant food intake on the oral absorption of two triazole antifungal agents, itraconazole and fluconazole. Eur J Clin Pharmacol (1994) 46, 147–150.	8039534
Wishart JM. The influence of food on the pharmacokinetics of itraconazole in patients with superficial fungal infection. J Am Acad Dermatol (1987) 17, 220–3.	3040815
Barone JA, Koh JG, Bierman RH, Colaizzi JL, Swanson KA, Gaffar MC, Moskovitz BL, Mechlinski W, Van De Velde V. Food interaction and steady-state pharmacokinetics of itraconazole capsules in healthy male volunteers. Antimicrob Agents Chemother (1993) 37, 778–.	8388198
Barone JA, Moskovitz BL, Guarnieri J, Hassell AE, Colaizzi JL, Bierman RH, Jessen L. Food interaction and steady-state pharmacokinetics of itraconazole oral solution in healthy volunteers. Pharmacotherapy (1998) 18, 295–301.	9545149
Männistö PT, Mäntylä R, Nykänen S, Lamminsivu U, Ottoila P. Impairing effect of food on ketoconazole absorption. Antimicrob Agents Chemother (1982) 21, 730–33.	6285814
Lelawongs P, Barone JA, Colaizzi JL, Hsuan ATM, Mechlinski W, Legendre R, Guarnieri J. Effect of food and gastric acidity on absorption of orally administered ketoconazole. Clin Pharm (1988) 7, 228–35.	3356120
Daneshmend TK, Warnock DW, Ene MD, Johnson EM, Potten MR, Richardson MD, Williamson PJ. Influence of food on the pharmacokinetics of ketoconazole. Antimicrob Agents Chemother (1984) 25, 1–3.	6322675
Purkins L, Wood N, Kleinermans D, Greenhalgh K, Nichols D. Effect of food on the pharmacokinetics of multiple-dose oral voriconazole. Br J Clin Pharmacol (2003) 56 (Suppl 1) 17–23.	14616409
Penzak SR, Gubbins PO, Gurley BJ, Wang P-L, Saccente M. Grapefruit juice decreases the systemic availability of itraconazole capsules in healthy volunteers. Ther Drug Monit (1999) 21, 304–309.	10365642
Kawakami M, Suzuki K, Ishizuka T, Hidaka T, Matsuki Y, Nakumara H. Effect of grapefruit juice on pharmacokinetics of itraconazole in healthy subjects. Int J Clin Pharmacol Ther (1998) 36, 306–308.	9660036
Gubbins PO, McConnell SA, Gurley BJ, Fincher TK, Franks AM, Williams DK, Penzak SR, Saccente M. Influence of grapefruit juice on the systemic availability of itraconazole oral solution in healthy adult volunteers. Pharmacotherapy (2004) 24, 460–7.	15098799
Ezzet F, van Vugt M, Nosten F, Looareesuwan S, White NJ. Pharmacokinetics and pharmacodynamics of lumefantrine (Benflumetol) in acute falciparum malaria. Antimicrob Agents Chemother (2000) 44, 697–704.	10681341
van Agtmael MA, Gupta V, van der Wosten TH, Rutten JP, van Boxtel CJ. Grapefruit juice increases the bioavailability of artemether. Eur J Clin Pharmacol (1999) 55, 405–10.	10456492
van Agtmael MA, Gupta V, van der Graaf CAA, van Boxtel CJ. The effect of grapefruit juice on the time-dependent decline of artemether plasma levels in healthy subjects. Clin Pharmacol Ther (1999) 66, 408–14.	10546925
Castro N, Jung H, Medina R, González-Esquivel D, Lopez M, Sotelo J. Interaction between grapefruit juice and praziquantel in humans. Antimicrob Agents Chemother (2002) 46, 1614–16.	11959616
Ho PC, Chalcroft SC, Coville PF, Wanwimolruk S. Grapefruit juice has no effect on quinine pharmacokinetics. Eur J Clin Pharmacol (1999) 55, 393–8.	10456490
Libersa CC, Brique SA, Motte KB, Caron JF, Guédon-Moreau LM, Humbert L, Vincent A, Devos P, Lhermitte MA. Dramatic inhibition of amiodarone metabolism induced by grapefruit juice. Br J Clin Pharmacol (2000) 49, 373–8.	10759694
Min DI, Ku Y-M, Geraets DR, Lee H-C. Effect of grapefruit juice on the pharmacokinetics and pharmacodynamics of quinidine in healthy volunteers. J Clin Pharmacol (1996) 36, 469–76.	8739026
Damkier P, Hansen LL, Brøsen K. Effect of diclofenac, disulfiram, itraconazole, grapefruit juice and erythromycin on the pharmacokinetics of quinidine. Br J Clin Pharmacol (1999) 48, 829–38.	10594487
Zhu M, Nix DE, Adam RD, Childs JM, Peloquin CA. Pharmacokinetics of cycloserine under fasting conditions and with high-fat meal, orange juice, and antacids. Pharmacotherapy (2001) 21, 891–7.	11718495
Peloquin CA, Bulpitt AE, Jaresko GS, Jelliffe RW, Childs JM, Nix DE. Pharmacokinetics of ethambutol under fasting conditions, with food, and with antacids. Antimicrob Agents Chemother (1999) 43, 568–72.	10460103
Peloquin CA, Namdar S, Dodge AA, Nix DE. Pharmacokinetics of isoniazid under fasting conditions, with food, and with antacids. Int J Tuberc Lung Dis (1999) 3, 703–710.	10460103
Männisto P, Mäntylä R, Klinge R, Nykänen S, Koponen A, Lamminsivu U. Influence of various diets on the bioavailability of isoniazid. J Antimicrob Chemother (1982) 10, 427–34.	7174567
Smith CK, Durack DT. Isoniazid and reaction to cheese. Ann Intern Med (1978) 88, 520–1.	637437
Lejonc JL, Gusmini D, Brochard P. Isoniazid and reaction to cheese. Ann Intern Med (1979) 91, 793.	496127
Hauser MJ, Baier H. Interactions of isoniazid with foods. Drug Intell Clin Pharm (1982) 16, 617–18.	7105982
Carvalho ACC, Manfrin M, Gore RP, Capone S, Scalvini A, Armellini A, Giovine T, Carosi G, Matteelli A. Reaction to cheese during TB treatment. Thorax (2004) 59, 635.	15223879
Uragoda CG, Kottegoda SR. Adverse reactions to isoniazid on ingestion of fish with a high histamine content. Tubercle (1977) 58, 83–9.	406701
Uragoda CG. Histamine poisoning in tuberculous patients after ingestion of tuna fish. Am Rev Respir Dis (1980) 121, 157–9.	7188722
Uragoda CG. Histamine poisoning in tuberculous patients on ingestion of tropical fish. J Trop Med Hyg (1978) 81, 243–5.	571023
O’Sullivan TL. Drug-food interaction with isoniazid resembling anaphylaxis. Ann Pharmacother (1997) 31, 928–9.	9220063
Welshman IR, Sisson TA, Jungbluth GL, Stalker D, Hopkins NK. Linezolid absolute bioavailability and the effect of food on oral bioavailability. Biopharm Drug Dispos (2001) 22, 91–7.	11745911
Islinger F, Dehghanyar P, Sauermann R, Burger C, Kloft C, Muller M, Joukhader C. The effect of food on plasma and tissue concentrations of linezolid after multiple doses. Int J Antimicrob Agents (2006) 27, 108–12.	16388930
Antal EJ, Hendershot PE, Batts DH, Sheu W-P, Hopkins NK, Donaldson KM. Linezolid, a novel oxazolidinone antibiotic: assessment of monoamine oxidase inhibition using pressor response to oral tyramine. J Clin Pharmacol (2001) 41, 552–62.	11361052
Cantarini MV, Painter CJ, Gilmore EM, Bolger C, Watkins CL, Hughes AM. Effect of oral linezolid on the pressor response to intravenous tyramine. Br J Clin Pharmacol (2004) 58, 470–5.	15521893
